config_id,parity_name,train_avg_U,train_min_U,train_max_U,train_FS_pass,train_edge,test_avg_U,test_min_U,test_max_U,test_FS_pass,test_edge,test_winner_fail_sum,test_winner_fail_parity,test_winner_fail_uniques,test_winner_fail_consecutive,test_winner_fail_mirror_prev,test_draws,train_draws
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",balanced_only,43527.56368632639,43527,43528,0.4363136736043967,0.0010380367411327862,43527.567066965195,43527,43528,0.43293303480561773,-0.002342635864034215,1091,1848,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",allow_all,77152.55554424711,77142,77188,0.769680932268078,-0.0018446231743930452,77152.66069611236,77142,77188,0.7691837980867088,-0.002342808874414848,1091,0,60,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",balanced_only,51995.346089257546,51860,52360,0.5222634980408122,0.0023100371482367432,51996.291471605946,51861,52360,0.517606350498677,-0.0023565642173825063,822,1848,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",relaxed,69156.25433820162,69142,69188,0.6883619154241515,-0.003200627957864688,69156.3515163851,69142,69188,0.6891919397516793,-0.0023715754121717003,1407,144,1,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",balanced_only,52120.04396722813,52108,52144,0.5227214900005088,0.00152105032822758,52120.162426216164,52108,52144,0.5188276002442499,-0.0023740240179117578,822,1848,60,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":32,""sum_min"":13}",balanced_only,54378.72983563178,54264,54764,0.5453666480077349,0.0015793496514171501,54379.61978424588,54265,54764,0.5414207205373499,-0.0023754773051088973,605,1848,1,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":32,""sum_min"":13}",allow_all,87597.7305989517,87592,87638,0.8739504350923617,-0.002026870897155364,87597.79605129249,87592,87638,0.8736006513331976,-0.0023773091797272272,605,0,1,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":32,""sum_min"":13}",balanced_only,54502.9420385731,54492,54528,0.5458755279629536,0.0008461075772225879,54503.04579686546,54492,54528,0.5426419702829228,-0.002388487685731744,605,1848,60,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",allow_all,71377.2885349346,71377,71378,0.7114141773955523,-0.0023587079537936706,71377.28882556483,71377,71378,0.7113779767962548,-0.002394911459393523,1407,0,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":37,""sum_min"":8}",moderate,92037.07928349702,92037,92038,0.9206656149814259,0.0002948221464555978,92037.08182373295,92037,92038,0.9179727254223489,-0.0023980928149806013,79,315,1,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",allow_all,76527.68383288382,76399,77066,0.764337692738283,-0.0009391455905551904,76528.71198860167,76401,77030,0.7628740077345817,-0.0024131121514350262,1091,0,60,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",allow_all,83205.76672942853,83198,83244,0.8317642868047428,-0.0002933804895425274,83205.84998982292,83198,83244,0.8296356604925708,-0.0024228394056584612,822,0,1,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",balanced_only,48767.51290010686,48767,48768,0.4870998931352094,-0.0005752358658592249,48767.514756767756,48767,48768,0.4852432322409933,-0.002431915326684242,1091,1848,1,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":33,""sum_min"":12}",allow_all,90332.30334334131,90257,90784,0.9023459365935576,-0.0009770968398554736,90332.88845918991,90257,90730,0.9008752289843273,-0.002453655607571825,432,0,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",relaxed,68696.46384407918,68682,68728,0.6842908757824029,-0.002673762658388812,68696.57337675555,68682,68728,0.6845104823936495,-0.002455251373906009,1407,144,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":32,""sum_min"":13}",relaxed,85002.15317286651,85002,85003,0.8467762454836903,-0.0032452862449747766,85002.15245267657,85002,85003,0.8475473234276409,-0.002474201099124773,605,144,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",relaxed,69187.3112818686,69187,69188,0.6886672433972826,-0.00320586942140344,69187.31080806025,69187,69188,0.6893954813759414,-0.002477626704661118,1407,144,1,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",allow_all,77187.22986107577,77187,77188,0.770037148236731,-0.0018351503740267061,77187.23081620192,77187,77188,0.7693873397109708,-0.002484968451048286,1091,0,60,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",allow_all,60680.1034552949,60663,60708,0.604193170831001,-0.0026078637219479894,60680.17850600448,60663,60708,0.6043150824343578,-0.002486702625686954,1407,0,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",relaxed,59540.63325021628,59523,59568,0.5927942598341052,-0.00261207266805763,59540.699369020964,59523,59568,0.5929167514756768,-0.0024902422145328673,1407,144,958,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":33,""sum_min"":12}",allow_all,91070.11261513409,91066,91112,0.9087578240293115,-0.0019433021220294222,91070.15591288419,91066,91112,0.9082027274577651,-0.0024988316710767844,432,0,1,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",balanced_only,44847.39285532543,44832,44868,0.4485267925296423,5.286397638798457e-05,44847.53592509668,44832,44868,0.4459596987583961,-0.002515660492570737,1407,1848,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",relaxed,59567.40690041219,59567,59568,0.5930486998117144,-0.002625369192407523,59567.40708324852,59567,59568,0.593120293099939,-0.0025537777325462807,1407,144,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",allow_all,60707.3954506132,60707,60708,0.6044984988041321,-0.002575455701999907,60707.39568491757,60707,60708,0.60451862405862,-0.0025553327905556422,1407,0,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",relaxed,68727.31535290825,68727,68728,0.6845962037555341,-0.002676949773548376,68727.31548951761,68727,68728,0.6847140240179117,-0.0025591308772644483,1407,144,60,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":32,""sum_min"":13}",allow_all,87637.12554068495,87637,87638,0.8744084270520585,-0.001962828354791113,87637.12619580704,87637,87638,0.8738041929574598,-0.0025670690006105445,605,0,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",relaxed,80067.22456872424,80058,80104,0.7992468576662766,-0.001425388020965812,80067.275188276,80058,80104,0.7980867087319357,-0.0025860431508244464,822,144,60,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",allow_all,83243.16777772123,83243,83244,0.8321205027733958,-0.00031117500381649954,83243.1703643395,83243,83244,0.8298392021168329,-0.0025925015265620965,822,0,1,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",balanced_only,52143.47707495802,52143,52144,0.5229250419825963,0.0014902712330160384,52143.481172399755,52143,52144,0.5188276002442499,-0.0026072114797476287,822,1848,60,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",allow_all,82531.79456516208,82403,83058,0.8261157193018167,0.0007977736501958432,82532.74781192753,82404,83016,0.8227152452676573,-0.002612232851618046,822,0,1,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":32,""sum_min"":13}",balanced_only,54527.453819144066,54527,54528,0.5461808559360847,0.0009063177446440029,54527.457358029715,54527,54528,0.5426419702829228,-0.0026326032973743585,605,1848,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",relaxed,80641.96285176327,80633,80679,0.8045392092005496,-0.0018804193170831596,80642.00407083248,80633,80679,0.8037858742112762,-0.002634166497048618,822,144,1,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":33,""sum_min"":12}",allow_all,91111.09068240802,91111,91112,0.90926670398453,-0.001844202839550113,91111.09159373092,91111,91112,0.9084062690820273,-0.0027046468552819336,432,0,1,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",balanced_only,44867.55126965549,44867,44868,0.44873034451172966,5.483181517479396e-05,44867.55404030124,44867,44868,0.4459596987583961,-0.002715841644616357,1407,1848,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",relaxed,80103.20034603837,80103,80104,0.7995521856394077,-0.0014798178209760593,80103.20191329127,80103,80104,0.7982902503561978,-0.002741768776714837,822,144,60,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",relaxed,74892.00412192763,74728,75408,0.7464760063101115,-0.002444034909164894,74892.61184612253,74728,75372,0.7461835945450844,-0.0027425239161408266,1091,144,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",relaxed,75503.32817668312,75492,75538,0.7514630298712534,-0.003570251895577803,75503.40219824955,75492,75538,0.7522898432729493,-0.00274417870954613,1091,144,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",relaxed,80678.19505368684,80678,80679,0.8048445371736808,-0.0019374133631876456,80678.19621412578,80678,80679,0.8039894158355384,-0.0027925463057194566,822,144,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",relaxed,79418.82301155158,79285,79932,0.7940053941275254,-0.00018283598799040401,79419.18339100346,79286,79888,0.7913698351312843,-0.0028219987787503342,822,144,60,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",allow_all,70767.52638542568,70617,71294,0.7062744898478449,-0.001400774006411809,70768.70527172807,70618,71264,0.7048646448198657,-0.002822407897415058,1407,0,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":31,""sum_min"":14}",relaxed,79988.95257238817,79839,80499,0.7992468576662766,-0.0006426680576051558,79989.29574598005,79839,80451,0.7970690006106249,-0.0028239568491755795,822,144,1,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",balanced_only,48625.61121571421,48612,48648,0.487964989059081,0.0017088769019388272,48625.73600651333,48612,48648,0.4834113576226338,-0.0028460024424994956,605,1848,958,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":31,""sum_min"":14}",balanced_only,46224.97481044222,46113,46624,0.46511627906976744,0.002866530965345282,46225.66049257073,46113,46624,0.4593934459596988,-0.0028631589660085277,822,1848,958,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":32,""sum_min"":13}",balanced_only,54061.44328532899,53955,54452,0.5422115922853799,0.001597159432089934,54062.31894972522,53957,54452,0.5377569713006309,-0.0028662181966212508,605,1848,60,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",balanced_only,48485.7136532492,48472,48508,0.4845554933591166,-0.0003016431733754432,48485.85609607165,48472,48508,0.4819865662527987,-0.0028719947079178243,1091,1848,60,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",relaxed,78671.77599104372,78662,78708,0.7839804590097196,-0.002737300900717554,78671.7307144311,78662,78708,0.7838387950335843,-0.002878512110726761,79,144,958,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",relaxed,75537.24812986616,75537,75538,0.7517683578443846,-0.003604123454277075,75537.24771015672,75537,75538,0.7524933848972115,-0.002879092204355671,1091,144,1,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",relaxed,68596.43234440996,68428,69104,0.6839346598137499,-0.0020296636303496207,68597.09607164665,68428,69074,0.6830856910238143,-0.002885269692652126,1407,144,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",relaxed,74993.5601241667,74982,75028,0.7468831102742863,-0.0030524909673806944,74993.64522694891,74982,75028,0.7469977610421331,-0.002938691227356016,1091,144,60,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",balanced_only,48350.84514782963,48212,48720,0.483690397435245,0.00018194595694875915,48351.96275188276,48213,48720,0.4805617748829636,-0.002957852635864011,1091,1848,1,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":37,""sum_min"":8}",balanced_only,61379.75090326192,61372,61408,0.6148796498905909,0.0010821408579716474,61379.79910441685,61372,61408,0.610828414410747,-0.0029695766334215667,79,1848,1,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",balanced_only,59996.38725764592,59988,60024,0.6005801231489492,0.0006162505724899292,59996.45247303073,59988,60024,0.59698758396092,-0.0029769407693872596,207,1848,1,18,2,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",relaxed,74386.32634471529,74240,74906,0.7418960867131443,-0.00196717673400848,74386.92794626502,74241,74870,0.7408915123142683,-0.002977767148381827,1091,144,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":29,""sum_min"":16}",relaxed,68140.32542873136,67990,68652,0.6798636201720014,-0.0015396341153122162,68140.99755750051,67991,68622,0.6784042336657846,-0.0030057419092204274,1407,144,60,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",relaxed,78707.21561243702,78707,78708,0.7843875629738944,-0.002684593150475756,78707.21575412172,78707,78708,0.7840423366578465,-0.003029820883370671,79,144,958,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",allow_all,77812.25006361,77802,77848,0.7758383797262226,-0.0022841209098773962,77812.35497659272,77802,77848,0.7750865051903114,-0.0030370445756157105,1091,0,1,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":3,""sum_max"":31,""sum_min"":14}",balanced_only,51697.88626533001,51574,52068,0.5193628822960663,0.002384019642766244,51698.813148788926,51575,52068,0.5139426012619581,-0.0030455302259311257,822,1848,60,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",allow_all,79991.16319780164,79982,80028,0.7974148898274896,-0.002496742150526754,79991.13047018115,79982,80028,0.7968654589863627,-0.0030458457154487473,79,0,958,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":35,""sum_min"":10}",balanced_only,59616.55981883874,59608,59644,0.5968144114803318,0.0006488132919444389,59616.62731528598,59608,59644,0.593120293099939,-0.0030459800529207826,207,1848,60,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",allow_all,77182.07154852171,77037,77718,0.7704951401964276,-0.0013255752887894046,77183.17606350499,77038,77682,0.7687767148381844,-0.003055045796865441,1091,0,1,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":32,""sum_min"":13}",balanced_only,48647.51172968297,48647,48648,0.4882703170322121,0.0017951997353823912,48647.51658864238,48647,48648,0.4834113576226338,-0.003063808263789991,605,1848,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",relaxed,75027.25270978577,75027,75028,0.7471884382474174,-0.003084088850440203,75027.25300223895,75027,75028,0.7472013026663953,-0.0030712273559942993,1091,144,60,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":30,""sum_min"":15}",balanced_only,48507.51524095466,48507,48508,0.484759045341204,-0.00031610706834256375,48507.51801343375,48507,48508,0.4819865662527987,-0.0030886138815388042,1091,1848,60,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":30,""sum_min"":15}",balanced_only,43155.51259477889,43042,43528,0.43320950587756346,0.0016543799297745743,43156.35090576023,43042,43528,0.4284551190718502,-0.0031083899857520803,1091,1848,958,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":29,""sum_min"":16}",balanced_only,44702.37061727139,44560,45040,0.4475090326192051,0.000485326446491241,44703.48280073275,44561,45040,0.4439242825157745,-0.0031105454915530406,1407,1848,1,18,42,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",relaxed,59058.45870439163,58921,59568,0.5890285481654878,-0.0015560388784285895,59058.833910034606,58923,59568,0.5874211276205984,-0.0031672114797476336,1407,144,958,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":30,""sum_min"":15}",allow_all,77847.22370362832,77847,77848,0.7761945956948756,-0.0022776413414076213,77847.2249134948,77847,77848,0.7752900468145736,-0.003182202320374472,1091,0,1,18,1,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",allow_all,80027.20212711822,80027,80028,0.7978728817871864,-0.002399139483995727,80027.20272745777,80027,80028,0.7970690006106249,-0.0032030266639527794,79,0,958,18,1,4913,19651
"{""allowed_even_counts"":[1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":37,""sum_min"":8}",relaxed,78034.34741234542,77942,78708,0.7785354434888809,-0.0018080306345732433,78033.59128841848,77942,78708,0.777121921432933,-0.0032139914512517853,79,144,958,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":37,""sum_min"":8}",balanced_only,61407.38476413414,61407,61408,0.6152358658592438,0.0011620182179024052,61407.389171585586,61407,61408,0.610828414410747,-0.0032454773051089347,79,1848,1,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",balanced_only,60023.39906366088,60023,60024,0.6009363391176021,0.0007023484809933755,60023.40301241604,60023,60024,0.59698758396092,-0.003246446163240435,207,1848,1,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":3,""sum_max"":37,""sum_min"":8}",balanced_only,60959.943158109,60952,60988,0.6106559462622767,0.0010565146811867265,60959.992672501525,60952,60988,0.6063504986769794,-0.0032494280480358517,79,1848,60,18,2,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",allow_all,60188.61101216223,60061,60708,0.6000712431937306,-0.0018148669278916785,60189.14186851211,60061,60708,0.5986159169550173,-0.0032755017301038247,1407,0,958,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",allow_all,94934.46226655132,94898,95256,0.9499262124064933,0.0005815897409802151,94934.73173213922,94898,95214,0.9460614695705272,-0.003285847750865045,207,0,1,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":37,""sum_min"":8}",balanced_only,60882.49732838023,60822,61202,0.6105032822757112,0.0016783089919087946,60882.86871565235,60822,61200,0.6055363321799307,-0.0032923549765927485,79,1848,1,18,42,4913,19651
"{""allowed_even_counts"":[0,1,2,3,4,5],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":3,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",allow_all,95709.95369192408,95708,95750,0.956745203806422,-0.0003543331128187388,95709.97028292286,95708,95746,0.9537960512924893,-0.0033036515367392827,207,0,1,18,2,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":4,""sum_max"":29,""sum_min"":16}",balanced_only,40082.074856241416,39967,40428,0.4024731565823622,0.0016524080199480373,40082.9253002239,39967,40428,0.39751679218400165,-0.0033124608182373283,1407,1848,958,18,42,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":4,""min_unique_digits"":3,""sum_max"":35,""sum_min"":10}",balanced_only,59643.40282937255,59643,59644,0.5971706274489847,0.0007365991552592543,59643.4068797069,59643,59644,0.593120293099939,-0.0033137756971299837,207,1848,60,18,1,4913,19651
"{""allowed_even_counts"":[2,3],""max_consecutive_run"":3,""max_positional_repeats_vs_prev"":2,""min_unique_digits"":2,""sum_max"":35,""sum_min"":10}",balanced_only,59510.38430614218,59438,59852,0.5964073075161569,0.0013034644547350593,59510.84836148992,59438,59850,0.5916955017301038,-0.0034129818847954407,207,1848,1,18,42,4913,19651
